"Date","Open","High","Low","Close","Volume"
"2024-08-15",194.49000549316406,194.99000549316406,191.2899932861328,193.39999389648438,4719856
"2024-08-14",191.,193.35000610351562,190.47000122070312,193.,4153610
"2024-08-13",190.55999755859375,191.94000244140625,189.3769989013672,191.22999572753906,3477320
"2024-08-12",190.0800018310547,190.57000732421875,187.6999969482422,190.17999267578125,4808434
"2024-08-09",190.77999877929688,191.00999450683594,188.10000610351562,189.92999267578125,3206539
"2024-08-08",186.9199981689453,190.7100067138672,186.9199981689453,190.39999389648438,5744889
"2024-08-07",187.89999389648438,189.58999633789062,185.9770050048828,187.50999450683594,6351130
"2024-08-06",185.42999267578125,187.82000732421875,183.0800018310547,185.7100067138672,4273301
"2024-08-05",187.4499969482422,189.2899932861328,183.0399932861328,184.36000061035156,6459296
"2024-08-02",190.97999572753906,193.91000366210938,186.4600067138672,189.2899932861328,6303909
"2024-08-01",187.77000427246094,190.97000122070312,186.77000427246094,189.7100067138672,6595545
"2024-07-31",186.38600158691406,187.5,183.4499969482422,185.32000732421875,6473948
"2024-07-30",183.58999633789062,187.7100067138672,182.60000610351562,186.77999877929688,6032165
"2024-07-29",184.0399932861328,186.1300048828125,180.52999877929688,181.94000244140625,5458460
"2024-07-26",183.4499969482422,186.85000610351562,182.11000061035156,185.16000366210938,6948832
"2024-07-25",177.,186.11000061035156,171.802001953125,182.1699981689453,9442179
"2024-07-24",173.1999969482422,176.60000610351562,172.9499969482422,176.2100067138672,6117697
"2024-07-23",173.32000732421875,174.58999633789062,172.77000427246094,173.14999389648438,2933782
"2024-07-22",173.32000732421875,174.72999572753906,172.,173.61000061035156,4066954
"2024-07-19",173.6699981689453,173.84500122070312,171.22000122070312,172.32000732421875,4293624
"2024-07-18",174.44500732421875,176.67999267578125,170.72000122070312,171.13999938964844,5957924
"2024-07-17",169.50999450683594,175.74000549316406,169.50999450683594,175.27000427246094,6983160
"2024-07-16",168.0800018310547,169.85000610351562,167.41000366210938,169.1999969482422,1212615
"2024-07-15",168.91000366210938,170.36500549316406,167.4199981689453,168.02999877929688,2395181
"2024-07-12",170.6300048828125,171.625,169.89999389648438,170.27999877929688,4133520
"2024-07-11",167.52000427246094,170.35000610351562,167.35000610351562,169.91000366210938,3689530
"2024-07-10",167.4499969482422,168.4499969482422,166.11000061035156,168.13999938964844,3887959
"2024-07-09",167.02000427246094,168.52999877929688,164.86000061035156,168.0500030517578,4224705
"2024-07-08",166.5399932861328,167.7169952392578,165.6199951171875,166.52000427246094,3500155
"2024-07-05",164.8699951171875,167.30999755859375,163.6999969482422,167.25,2291558
"2024-07-03",166.08999633789062,167.10000610351562,163.52000427246094,163.83999633789062,3527612
"2024-07-02",168.6300048828125,168.6300048828125,165.4499969482422,165.9600067138672,5965457
"2024-07-01",171.27000427246094,173.8800048828125,169.53500366210938,170.3699951171875,5194744
"2024-06-28",169.99000549316406,171.82000732421875,169.0500030517578,171.52000427246094,24463599
"2024-06-27",171.2899932861328,171.55499267578125,167.75,168.99000549316406,5381953
"2024-06-26",170.2899932861328,172.35000610351562,170.14999389648438,171.14999389648438,5576094
"2024-06-25",172.10000610351562,173.41000366210938,170.6199951171875,170.75,5712698
"2024-06-24",171.1300048828125,173.41000366210938,170.6999969482422,172.74000549316406,6249937
"2024-06-21",172.6999969482422,172.92999267578125,169.58999633789062,170.38999938964844,12308051
"2024-06-20",171.17999267578125,172.80999755859375,170.02000427246094,172.1300048828125,5847461
"2024-06-18",170.44000244140625,173.00999450683594,169.8699951171875,171.36000061035156,4250883
"2024-06-17",168.39999389648438,170.39999389648438,167.36000061035156,169.67999267578125,4075952
"2024-06-14",166.47000122070312,169.24000549316406,166.,168.58999633789062,4377638
"2024-06-13",166.,166.89999389648438,165.,166.55999755859375,3690807
"2024-06-12",167.875,168.53500366210938,165.02999877929688,166.08999633789062,4725634
"2024-06-11",170.25,170.63999938964844,167.4199981689453,167.6999969482422,3790165
"2024-06-10",169.,170.75,167.69000244140625,170.4600067138672,4247645
"2024-06-07",169.24000549316406,170.27000427246094,167.8699951171875,169.4199981689453,1096328
"2024-06-06",165.49000549316406,168.8800048828125,164.35000610351562,168.57000732421875,5186713
"2024-06-05",162.89999389648438,165.97999572753906,162.16000366210938,165.44000244140625,5100491
"2024-06-04",160.19000244140625,162.80999755859375,159.77000427246094,162.13999938964844,4215545
"2024-06-03",160.,163.19000244140625,158.8300018310547,160.19000244140625,4467810
"2024-05-31",156.64999389648438,161.63999938964844,156.1999969482422,161.24000549316406,15664434
"2024-05-30",154.64999389648438,156.42999267578125,153.5800018310547,156.30999755859375,4311479
"2024-05-29",154.88999938964844,156.3800048828125,153.67999267578125,154.7899932861328,4254540
"2024-05-28",156.35000610351562,156.35000610351562,153.94900512695312,155.33999633789062,5533467
"2024-05-24",158.24000549316406,158.55499267578125,156.38999938964844,157.05999755859375,1020630
"2024-05-23",159.02999877929688,160.0399932861328,157.75999450683594,158.25999450683594,5672891
"2024-05-22",161.57000732421875,161.94000244140625,159.17999267578125,159.61000061035156,6904915
"2024-05-21",165.3699951171875,165.7050018310547,162.5,162.92999267578125,3645239
"2024-05-20",166.00999450683594,166.4199981689453,164.41000366210938,164.55999755859375,3058702
"2024-05-17",165.38999938964844,166.49000549316406,164.49000549316406,166.4199981689453,5152176
"2024-05-16",163.4499969482422,164.92999267578125,162.17999267578125,164.35000610351562,4642038
"2024-05-15",162.30999755859375,164.4199981689453,161.8699951171875,163.7899932861328,5261263
"2024-05-14",161.39999389648438,162.1699981689453,159.72999572753906,161.58999633789062,1212511
"2024-05-13",161.27999877929688,162.57000732421875,160.8000030517578,161.27999877929688,3505882
"2024-05-10",160.7100067138672,161.44000244140625,160.35000610351562,160.75,3509603
"2024-05-09",160.80499267578125,161.32000732421875,160.02000427246094,160.39999389648438,3570072
"2024-05-08",162.13999938964844,162.89999389648438,159.8699951171875,160.4499969482422,5906701
"2024-05-07",163.36000061035156,163.99000549316406,161.88999938964844,162.5500030517578,5301668
"2024-05-06",164.41000366210938,164.63499450683594,161.,162.72999572753906,5834562
"2024-05-03",161.16000366210938,164.25,160.74000549316406,163.7899932861328,5850102
"2024-05-02",162.1699981689453,162.44000244140625,158.1199951171875,160.80999755859375,5904251
"2024-05-01",162.08999633789062,163.69200134277344,161.13999938964844,161.72000122070312,5178876
"2024-04-30",161.27000427246094,163.0500030517578,159.69000244140625,162.63999938964844,5484841
"2024-04-29",159.58999633789062,161.5500030517578,158.55999755859375,161.52000427246094,1905526
"2024-04-26",167.08999633789062,167.4600067138672,157.64999389648438,159.6199951171875,10721740
"2024-04-25",167.66000366210938,169.2899932861328,165.57000732421875,167.2899932861328,5503656
"2024-04-24",168.52000427246094,169.11000061035156,166.74000549316406,167.8000030517578,4074765
"2024-04-23",168.58999633789062,170.36500549316406,168.22000122070312,169.5399932861328,4084105
"2024-04-22",167.75,169.5800018310547,166.9499969482422,167.88999938964844,1444707
"2024-04-19",165.02000427246094,166.60000610351562,163.25,166.41000366210938,5532492
"2024-04-18",164.9600067138672,167.44000244140625,164.42999267578125,164.66000366210938,4480224
"2024-04-17",164.14999389648438,164.74000549316406,163.22999572753906,164.25,4792382
"2024-04-16",162.17999267578125,163.74000549316406,162.07699584960938,162.5399932861328,4881516
"2024-04-15",164.27000427246094,164.64999389648438,161.5,161.6699981689453,1993855
"2024-04-12",164.4499969482422,164.4499969482422,160.,162.27999877929688,7029475
"2024-04-11",169.1999969482422,169.3699951171875,167.2270050048828,167.52000427246094,3307034
"2024-04-10",168.58999633789062,169.9600067138672,167.36000061035156,169.02999877929688,3231664
"2024-04-09",169.72999572753906,170.5449981689453,167.39500427246094,170.13999938964844,5933987
"2024-04-08",169.2100067138672,171.97000122070312,168.39999389648438,169.8000030517578,4744996
"2024-04-05",168.,171.0399932861328,167.2899932861328,170.,7030108
"2024-04-04",177.64999389648438,177.6999969482422,167.4499969482422,167.89999389648438,10538991
"2024-04-03",180.72000122070312,181.60000610351562,176.60000610351562,177.3300018310547,5892990
"2024-04-02",179.38999938964844,181.02999877929688,178.50999450683594,180.69000244140625,4523931
"2024-04-01",181.8800048828125,181.89999389648438,179.24000549316406,180.75999450683594,3502141
"2024-03-28",181.,182.3000030517578,180.3000030517578,182.10000610351562,5418687
"2024-03-27",179.8000030517578,180.5800018310547,178.80999755859375,180.35000610351562,5073508
"2024-03-26",179.22999572753906,179.77000427246094,178.3800048828125,179.19000244140625,4392427
"2024-03-25",179.,179.1999969482422,178.125,178.52999877929688,4366502
"2024-03-22",177.22999572753906,178.99000549316406,176.77999877929688,178.4499969482422,4084352
"2024-03-21",176.8300018310547,177.74000549316406,175.9600067138672,177.5,2066352
"2024-03-20",179.22000122070312,179.22999572753906,175.72999572753906,176.27000427246094,7326558
"2024-03-19",178.19000244140625,179.92999267578125,178.19000244140625,179.66000366210938,7625613
"2024-03-18",179.00999450683594,179.8800048828125,177.56500244140625,178.49000549316406,8569244
"2024-03-15",179.83999633789062,180.5800018310547,177.5399932861328,177.8800048828125,20957948
"2024-03-14",180.15499877929688,182.0399932861328,178.66000366210938,181.1999969482422,6999445
"2024-03-13",182.5,182.50999450683594,179.4199981689453,179.86000061035156,5987932
"2024-03-12",179.72000122070312,182.88999938964844,179.69000244140625,180.9199981689453,5391070
"2024-03-11",178.41000366210938,181.25999450683594,178.24000549316406,179.6300048828125,5134817
"2024-03-08",179.74000549316406,182.13999938964844,178.67999267578125,178.85000610351562,6195824
"2024-03-07",182.19000244140625,182.4199981689453,179.5399932861328,180.57000732421875,6125187
"2024-03-06",178.39999389648438,182.14999389648438,178.24000549316406,181.05999755859375,1945167
"2024-03-05",177.7899932861328,179.58999633789062,177.7899932861328,179.16000366210938,5309903
"2024-03-04",178.35000610351562,179.97999572753906,176.27999877929688,177.0500030517578,4723582
"2024-03-01",176.36000061035156,179.19000244140625,175.75,178.91000366210938,1178572
"2024-02-29",177.66000366210938,178.,175.38999938964844,176.0500030517578,3374313
"2024-02-28",179.64999389648438,179.6999969482422,176.89999389648438,178.,1262877
"2024-02-27",178.55999755859375,179.5,176.97999572753906,178.99000549316406,1145559
"2024-02-26",178.63999938964844,179.75,178.11000061035156,178.80999755859375,1334702
"2024-02-23",177.66000366210938,178.88999938964844,177.17999267578125,178.08999633789062,1065523
"2024-02-22",174.8800048828125,177.30999755859375,173.13999938964844,176.75,1707168
"2024-02-21",175.7100067138672,176.25999450683594,173.6999969482422,175.13999938964844,1089904
"2024-02-20",176.22999572753906,178.67999267578125,175.52000427246094,175.75,1565018
"2024-02-16",176.88999938964844,178.9199981689453,176.07000732421875,177.49000549316406,6689902
"2024-02-15",173.8300018310547,176.72999572753906,173.8300018310547,176.58999633789062,1308683
"2024-02-14",173.27999877929688,174.80499267578125,172.69000244140625,174.4199981689453,1679374
"2024-02-13",174.52999877929688,175.1999969482422,171.97000122070312,173.2899932861328,1293586
"2024-02-12",173.5399932861328,174.75999450683594,172.22999572753906,173.07000732421875,3477198
"2024-02-09",175.39999389648438,175.39999389648438,173.0500030517578,174.0800018310547,1027784
"2024-02-08",174.49000549316406,175.8800048828125,174.39999389648438,174.7899932861328,1292795
"2024-02-07",174.,175.55999755859375,173.42999267578125,175.00999450683594,1733911
"2024-02-06",170.85000610351562,173.9600067138672,169.80999755859375,173.2899932861328,1745510
"2024-02-05",169.83999633789062,173.1300048828125,168.4499969482422,171.25999450683594,6486886
"2024-02-02",169.4199981689453,172.85000610351562,165.22999572753906,168.6699981689453,7870521
"2024-02-01",163.6999969482422,167.67999267578125,162.6699981689453,167.58999633789062,5584434
"2024-01-31",165.75,165.86000061035156,163.9499969482422,164.39999389648438,4994053
"2024-01-30",164.22000122070312,164.97999572753906,163.25999450683594,164.9199981689453,3819615
"2024-01-29",165.85000610351562,166.75999450683594,163.67999267578125,163.91000366210938,4704269
"2024-01-26",165.27000427246094,165.77000427246094,163.50999450683594,164.39999389648438,1147251
"2024-01-25",164.,165.1999969482422,163.2100067138672,165.1300048828125,1360595
"2024-01-24",167.77000427246094,167.77000427246094,164.05999755859375,164.22000122070312,1775496
"2024-01-23",164.07000732421875,167.52999877929688,164.07000732421875,167.5,1698070
"2024-01-22",164.44000244140625,165.4499969482422,163.83999633789062,165.38999938964844,1211163
"2024-01-19",163.91000366210938,164.8699951171875,162.60000610351562,164.77000427246094,5863150
"2024-01-18",161.16000366210938,163.65499877929688,161.,163.3000030517578,5074330
"2024-01-17",161.74000549316406,162.91000366210938,161.58999633789062,162.0399932861328,1070626
"2024-01-16",161.97999572753906,162.3000030517578,161.02000427246094,161.47999572753906,4747730
"2024-01-12",162.75,163.3000030517578,162.17999267578125,162.39999389648438,4971442
"2024-01-11",164.25,165.1199951171875,163.08599853515625,163.77999877929688,4591523
"2024-01-10",162.27000427246094,165.0800018310547,161.8800048828125,164.88999938964844,6609876
"2024-01-09",161.42999267578125,163.47000122070312,160.8350067138672,162.30999755859375,4454130
"2024-01-08",162.17999267578125,162.66000366210938,159.7899932861328,161.42999267578125,1629635
"2024-01-05",161.3300018310547,163.02999877929688,160.60899353027344,162.13999938964844,4853039
"2024-01-04",160.30999755859375,162.2899932861328,159.42999267578125,161.4600067138672,8332192
"2024-01-03",161.,161.75,159.86000061035156,160.4600067138672,1540940
"2024-01-02",154.89999389648438,160.13999938964844,154.77000427246094,159.82000732421875,8059876
"2023-12-29",154.5399932861328,155.2100067138672,154.4199981689453,154.97000122070312,1364185
"2023-12-28",155.35000610351562,155.6199951171875,154.63999938964844,154.75,1008982
"2023-12-27",154.0500030517578,154.9600067138672,153.85499572753906,154.8800048828125,1899129
"2023-12-26",154.25,155.27999877929688,154.1300048828125,154.6199951171875,2073611
"2023-12-22",153.32000732421875,155.4199981689453,153.32000732421875,154.94000244140625,946465
"2023-12-21",152.,152.8300018310547,151.2899932861328,152.58999633789062,1655564
"2023-12-20",153.99000549316406,154.19000244140625,151.5399932861328,151.69000244140625,1801914
"2023-12-19",154.0500030517578,154.47000122070312,152.5,153.60000610351562,1991541
"2023-12-18",153.,154.35499572753906,151.75,153.4199981689453,5379553
"2023-12-15",153.92999267578125,155.85000610351562,153.11000061035156,154.0399932861328,5886550
"2023-12-14",154.36000061035156,155.16000366210938,152.75900268554688,154.8800048828125,7869640
"2023-12-13",153.02000427246094,154.77000427246094,152.89999389648438,154.3000030517578,3589538
"2023-12-12",151.72999572753906,153.5800018310547,150.17999267578125,153.24000549316406,1647102
"2023-12-11",150.6699981689453,152.7100067138672,150.63999938964844,151.24000549316406,6343530
"2023-12-08",148.07000732421875,150.07000732421875,148.,149.27999877929688,5695196
"2023-12-07",147.63999938964844,148.3800048828125,145.1999969482422,147.97000122070312,7225141
"2023-12-06",144.7899932861328,147.07000732421875,144.75,146.3800048828125,1627739
"2023-12-05",144.11000061035156,145.0800018310547,142.66000366210938,144.57000732421875,1431426
"2023-12-04",143.41000366210938,145.49000549316406,143.27000427246094,144.14999389648438,4845465
"2023-12-01",142.52000427246094,144.0800018310547,142.33999633789062,143.41000366210938,1629850
"2023-11-30",138.38999938964844,142.6999969482422,138.25,142.38999938964844,3523347
"2023-11-29",138.17999267578125,139.08999633789062,137.6999969482422,138.5,1264171
"2023-11-28",139.07000732421875,139.6300048828125,137.9199981689453,138.0800018310547,1375351
"2023-11-27",138.6999969482422,139.375,137.7899932861328,139.08999633789062,5529373
"2023-11-24",140.,140.0800018310547,138.4600067138672,138.6699981689453,1636535
"2023-11-22",139.1999969482422,139.77000427246094,138.33999633789062,138.47000122070312,976118
"2023-11-21",139.0399932861328,139.35000610351562,137.8699951171875,138.72999572753906,1312282
"2023-11-20",137.13999938964844,138.67999267578125,137.13999938964844,138.30999755859375,1278652
"2023-11-17",138.36000061035156,138.8800048828125,137.3800048828125,138.3000030517578,4332349
"2023-11-16",138.27999877929688,138.82000732421875,137.0500030517578,138.27999877929688,5257172
"2023-11-15",137.91000366210938,138.13999938964844,136.3000030517578,137.60000610351562,1960768
"2023-11-14",138.92999267578125,140.10000610351562,137.9600067138672,138.05999755859375,4509184
"2023-11-13",138.58999633789062,139.16000366210938,137.42999267578125,138.63999938964844,4454787
"2023-11-10",138.64999389648438,139.36000061035156,136.39999389648438,138.58999633789062,4586711
"2023-11-09",141.,141.60000610351562,135.85000610351562,138.0399932861328,14970331
"2023-11-08",143.44000244140625,143.8000030517578,141.9199981689453,142.02999877929688,1501536
"2023-11-07",141.52000427246094,142.1699981689453,140.60000610351562,142.16000366210938,1391103
"2023-11-06",141.88999938964844,142.3699951171875,140.97999572753906,141.1999969482422,4374878
"2023-11-03",143.61000061035156,143.61000061035156,140.89999389648438,141.4199981689453,1713858
"2023-11-02",141.30999755859375,143.77000427246094,140.50999450683594,143.25999450683594,4066793
"2023-11-01",141.86000061035156,143.7100067138672,141.75,142.47000122070312,4207824
"2023-10-31",142.08999633789062,142.22000122070312,139.67999267578125,141.17999267578125,10394046
"2023-10-30",140.6699981689453,145.7100067138672,140.6699981689453,141.88999938964844,9258591
"2023-10-27",138.77000427246094,143.,136.02999877929688,138.92999267578125,9427212
"2023-10-26",144.86000061035156,145.9499969482422,144.22999572753906,145.1999969482422,5569443
"2023-10-25",146.11000061035156,146.89999389648438,144.82000732421875,145.25999450683594,5461503
"2023-10-24",145.14999389648438,146.97000122070312,145.10000610351562,146.30999755859375,3362941
"2023-10-23",146.16000366210938,146.4199981689453,144.1999969482422,144.72999572753906,3903412
"2023-10-20",145.27999877929688,147.5050048828125,145.27999877929688,146.22999572753906,4223840
"2023-10-19",148.5500030517578,148.5500030517578,143.3300018310547,145.52000427246094,6147208
"2023-10-18",149.27000427246094,149.61000061035156,148.33999633789062,149.27999877929688,4910625
"2023-10-17",147.3300018310547,149.66000366210938,147.14999389648438,149.17999267578125,5372411
"2023-10-16",148.22000122070312,149.5,146.9199981689453,147.22999572753906,3704361
"2023-10-13",148.9499969482422,149.66000366210938,147.33999633789062,147.9600067138672,4305141
"2023-10-12",148.1300048828125,148.60000610351562,147.00999450683594,148.3000030517578,4554424
"2023-10-11",149.1300048828125,150.39999389648438,148.77000427246094,149.33999633789062,3189787
"2023-10-10",149.38999938964844,149.55999755859375,148.0399932861328,148.88999938964844,3728963
"2023-10-09",148.27000427246094,149.75,147.16000366210938,149.11000061035156,2903356
"2023-10-06",146.49000549316406,149.33399963378906,146.1199951171875,148.24000549316406,5370284
"2023-10-05",147.92999267578125,149.52999877929688,147.0850067138672,147.4499969482422,3599472
"2023-10-04",146.57000732421875,148.0800018310547,146.30999755859375,147.69000244140625,3159590
"2023-10-03",147.8300018310547,147.99000549316406,145.35499572753906,147.42999267578125,4580885
"2023-10-02",148.47000122070312,148.86000061035156,146.72000122070312,148.25,3827857
"2023-09-29",152.4600067138672,152.52999877929688,148.8300018310547,149.05999755859375,5581666
"2023-09-28",153.63999938964844,153.8300018310547,151.3699951171875,152.25,3697512
"2023-09-27",153.83999633789062,154.,151.61000061035156,153.1300048828125,3621183
"2023-09-26",154.39999389648438,154.60000610351562,153.3300018310547,153.91000366210938,3936257
"2023-09-25",152.44000244140625,154.74000549316406,151.66000366210938,154.64999389648438,3740015
"2023-09-22",153.89999389648438,153.89999389648438,152.52000427246094,152.74000549316406,3049308
"2023-09-21",153.67999267578125,154.85000610351562,152.66000366210938,153.42999267578125,3660361
"2023-09-20",154.05999755859375,154.8800048828125,153.3699951171875,153.61000061035156,2744850
"2023-09-19",153.88999938964844,154.63999938964844,151.60000610351562,153.49000549316406,3509954
"2023-09-18",153.0800018310547,153.97000122070312,152.10000610351562,153.94000244140625,2967644
"2023-09-15",152.77999877929688,154.6999969482422,151.92999267578125,152.1199951171875,8868282
"2023-09-14",152.00999450683594,154.69000244140625,151.8000030517578,153.63999938964844,6337093
"2023-09-13",149.4199981689453,152.39999389648438,149.0500030517578,151.16000366210938,5953685
"2023-09-12",149.5,149.60000610351562,147.6199951171875,149.27000427246094,2424839
"2023-09-11",148.86000061035156,149.40499877929688,148.4149932861328,149.0399932861328,2911622
"2023-09-08",149.,149.75999450683594,148.1999969482422,149.02000427246094,4339818
"2023-09-07",146.14999389648438,149.,145.86500549316406,148.91000366210938,5142242
"2023-09-06",146.10000610351562,146.1199951171875,143.74000549316406,145.61000061035156,5304376
"2023-09-05",148.5,148.9600067138672,145.86000061035156,146.10000610351562,3911258
"2023-09-01",147.36000061035156,148.88999938964844,147.36000061035156,148.1999969482422,3357992
"2023-08-31",148.38999938964844,148.71299743652344,146.8699951171875,146.9600067138672,4110696
"2023-08-30",148.1199951171875,148.8000030517578,146.89999389648438,148.32000732421875,3486403
"2023-08-29",147.99000549316406,148.91000366210938,146.5,147.58999633789062,3419293
"2023-08-28",147.08999633789062,148.06500244140625,146.77000427246094,147.42999267578125,2807026
"2023-08-25",147.02000427246094,147.6649932861328,146.1999969482422,146.69000244140625,3275300
"2023-08-24",146.9199981689453,147.82000732421875,146.35000610351562,146.6300048828125,3986314
"2023-08-23",148.6699981689453,149.,145.94000244140625,147.0800018310547,5414795
"2023-08-22",150.,150.,147.97000122070312,148.24000549316406,3209910
"2023-08-21",149.7100067138672,150.35000610351562,148.8800048828125,150.16000366210938,3944923
"2023-08-18",150.2899932861328,150.92999267578125,149.22999572753906,150.13999938964844,4050901
"2023-08-17",151.16000366210938,151.90499877929688,149.9199981689453,150.02000427246094,5285682
"2023-08-16",152.58999633789062,153.60000610351562,151.3800048828125,151.5500030517578,3214884
"2023-08-15",151.57000732421875,152.89999389648438,150.7899932861328,152.1199951171875,3636397
"2023-08-14",153.02000427246094,153.13999938964844,151.57000732421875,152.27000427246094,2570936
"2023-08-11",151.9499969482422,153.5,151.72000122070312,152.17999267578125,3454834
"2023-08-10",151.1999969482422,152.83999633789062,150.57000732421875,151.44000244140625,3275881
"2023-08-09",150.49000549316406,152.05999755859375,149.91000366210938,150.77000427246094,3737349
"2023-08-08",150.77999877929688,151.75,148.9199981689453,149.6199951171875,4013530
"2023-08-07",148.,150.8800048828125,147.8000030517578,150.3300018310547,3800775
"2023-08-04",148.97000122070312,150.57000732421875,147.16000366210938,147.72999572753906,4231356
"2023-08-03",148.9600067138672,149.36000061035156,148.17999267578125,149.0500030517578,4674396
"2023-08-02",148.11000061035156,150.57000732421875,148.11000061035156,149.3800048828125,5756902
"2023-08-01",150.,150.8699951171875,147.83999633789062,148.5399932861328,4409838
"2023-07-31",150.42999267578125,150.5,147.6199951171875,149.5800018310547,9109912
